X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_num,day_num,log_area,drought_index,high_risk,fire_size,season,drought_level,temp_band
4,4,sep,mon,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07,9,0,1.4036429994545037,0.4425,0,Small,Autumn,Moderate,15-20°C
1,4,aug,sat,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5,8,5,1.5040773967762742,0.26296296296296295,0,Small,Summer,Safe,10-15°C
1,4,aug,sat,90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,4.53,8,5,1.7101878155342434,0.5075000000000001,0,Small,Summer,Moderate,20-25°C
6,5,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,4.61,4,3,1.724550719534605,0.10545454545454545,0,Small,Spring,Safe,0-10°C
2,5,aug,sun,90.2,99.6,631.2,6.3,19.2,44,2.7,0.0,4.69,8,6,1.7387102481382397,0.42666666666666664,0,Small,Summer,Moderate,15-20°C
2,5,sep,wed,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88,9,2,1.7715567619105355,0.3978260869565218,0,Small,Autumn,Moderate,15-20°C
8,6,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,5.23,8,1,1.8293763327993617,0.21492537313432836,0,Small,Summer,Safe,10-15°C
1,3,sep,sun,92.4,124.1,680.7,8.5,23.9,32,6.7,0.0,5.33,9,6,1.8453002361560848,0.7242424242424242,0,Small,Autumn,High,20-25°C
8,6,oct,mon,84.9,32.8,664.2,3.0,19.1,32,4.0,0.0,5.44,10,0,1.8625285401162623,0.5787878787878789,0,Small,Autumn,Moderate,15-20°C
5,4,feb,sun,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,6.38,2,6,1.998773638612381,0.22962962962962963,0,Small,Winter,Safe,10-15°C
7,4,oct,mon,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,6.83,10,0,2.057962510002712,0.3652173913043478,0,Small,Autumn,Moderate,15-20°C
8,6,aug,fri,93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,6.96,8,4,2.0744289998562917,0.5942857142857143,0,Small,Summer,Moderate,20-25°C
2,5,sep,tue,91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,7.04,9,1,2.0844290831908747,0.374468085106383,0,Small,Autumn,Moderate,15-20°C
8,6,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,7.19,3,6,2.1029138978649784,0.2875,0,Small,Spring,Safe,10-15°C
1,5,sep,mon,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,7.3,9,0,2.1162555148025524,0.4883720930232558,0,Small,Autumn,Moderate,20-25°C
6,4,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,7.4,3,5,2.128231705849268,0.30930232558139537,0,Small,Spring,Moderate,10-15°C
7,4,mar,sun,90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,8.24,3,6,2.2235418856535927,0.1885245901639344,0,Small,Spring,Safe,10-15°C
6,5,mar,fri,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,8.31,3,4,2.231089091288976,0.34411764705882353,0,Small,Spring,Moderate,10-15°C
2,5,aug,thu,95.2,131.7,578.8,10.4,24.2,28,2.7,0.0,8.68,8,3,2.2700619012884857,0.8344827586206897,0,Small,Summer,High,20-25°C
2,2,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,8.71,8,1,2.2731562823032334,1.0695652173913044,0,Small,Summer,Dangerous,20-25°C
4,5,sep,wed,92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,9.41,9,2,2.3427668826268775,0.9346153846153846,0,Small,Autumn,High,20-25°C
2,2,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,10.01,8,1,2.3988039507345884,1.0695652173913044,0,Large,Summer,Dangerous,20-25°C
2,5,aug,fri,93.9,135.7,586.7,15.1,23.5,36,5.4,0.0,10.02,8,4,2.3997118037247684,0.6351351351351351,0,Large,Summer,High,20-25°C
6,5,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,10.93,4,3,2.4790562361098245,0.10545454545454545,0,Large,Spring,Safe,0-10°C
4,5,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,11.06,9,3,2.4898941912990393,1.34375,0,Large,Autumn,Dangerous,20-25°C
3,4,sep,tue,91.0,129.5,692.6,7.0,13.9,59,6.3,0.0,11.24,9,1,2.50470927708418,0.23166666666666666,0,Large,Autumn,Safe,10-15°C
2,4,sep,mon,63.5,70.8,665.3,0.8,22.6,38,3.6,0.0,11.32,9,0,2.511223958105374,0.5794871794871795,0,Large,Autumn,Moderate,20-25°C
1,5,sep,tue,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53,9,1,2.528125768907977,0.6352941176470589,0,Large,Autumn,High,20-25°C
6,5,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,12.1,3,6,2.5726122302071057,0.22545454545454546,0,Large,Spring,Safe,10-15°C
7,4,feb,sun,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05,2,6,2.642622395779755,0.127536231884058,0,Large,Winter,Safe,0-10°C
8,6,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7,10,2,2.6878474937846906,0.531578947368421,0,Large,Autumn,Moderate,20-25°C
5,6,mar,sat,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99,3,5,2.7073833121145063,0.2323076923076923,0,Large,Spring,Safe,15-20°C
4,5,sep,thu,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,14.57,9,3,2.745345985845907,0.6314285714285715,0,Large,Autumn,High,20-25°C
2,2,aug,sat,93.5,139.4,594.2,20.3,22.9,31,7.2,0.0,15.45,8,5,2.800325477211381,0.715625,0,Large,Summer,High,20-25°C
7,5,sep,tue,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,17.2,9,1,2.9014215940827497,0.5447368421052632,0,Large,Autumn,Moderate,20-25°C
6,5,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,19.23,9,4,3.007166651179654,0.5764705882352942,0,Large,Autumn,Moderate,15-20°C
8,3,sep,thu,93.7,80.9,685.2,17.9,23.2,26,4.9,0.0,23.41,9,3,3.1949928844048685,0.8592592592592593,0,Large,Autumn,High,20-25°C
4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,24.23,10,5,3.2280337626529665,0.7076923076923076,0,Large,Autumn,High,15-20°C
7,4,aug,sat,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,26.0,8,5,3.295836866004329,0.05257731958762886,0,Large,Summer,Safe,0-10°C
7,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,26.13,9,4,3.3006401266708405,0.41875,0,Large,Autumn,Moderate,20-25°C
7,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,27.35,3,0,3.3446270301737613,0.23404255319148937,0,Large,Spring,Safe,10-15°C
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,3,5,3.389799336709786,0.6071428571428571,0,Large,Spring,High,15-20°C
4,4,sep,sun,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48,9,6,3.4170707308184456,0.27704918032786885,0,Large,Autumn,Safe,15-20°C
1,3,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,30.32,9,0,3.4442568711226023,0.16756756756756758,0,Large,Autumn,Safe,10-15°C
4,5,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,31.72,9,2,3.487986511734546,0.97,0,Large,Autumn,High,15-20°C
6,5,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,31.86,3,0,3.492256112609122,0.5428571428571428,0,Large,Spring,Moderate,15-20°C
8,6,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,32.07,8,6,3.4986265269937014,0.26999999999999996,0,Large,Summer,Safe,15-20°C
3,4,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88,9,4,3.607669398688393,0.37200000000000005,0,Large,Autumn,Moderate,15-20°C
4,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85,3,0,3.6336309798834576,0.23404255319148937,0,Large,Spring,Safe,10-15°C
2,2,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02,7,4,3.6381123370602833,0.1675,0,Large,Summer,Safe,10-15°C
7,4,sep,wed,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71,9,2,3.6560979645895566,0.2655172413793104,0,Large,Autumn,Safe,15-20°C
4,4,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,48.55,9,6,3.902982260775997,0.5725,0,Large,Autumn,Moderate,20-25°C
7,5,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,49.37,10,0,3.9193957597575593,0.3577777777777778,0,Large,Autumn,Moderate,15-20°C
8,6,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3,8,5,4.08260930600368,0.5742857142857143,0,Large,Summer,Moderate,20-25°C
4,6,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0.0,64.1,9,6,4.175924549214524,1.0481481481481483,1,Large,Autumn,Dangerous,25+°C
8,6,aug,sat,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3,8,5,4.280824129164719,0.3727272727272727,0,Large,Summer,Moderate,15-20°C
4,4,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49,9,2,4.494126887194767,1.2,1,Large,Autumn,Dangerous,25+°C
1,5,sep,sun,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,95.18,9,6,4.566221435849517,0.9928571428571429,1,Large,Autumn,High,25+°C
6,4,sep,tue,91.0,129.5,692.6,7.0,18.7,43,2.7,0.0,103.39,9,1,4.648133885420207,0.425,0,Large,Autumn,Moderate,15-20°C
9,4,sep,tue,84.4,73.4,671.9,3.2,24.3,36,3.1,0.0,105.66,9,1,4.669646205172456,0.6567567567567568,0,Large,Autumn,High,20-25°C
4,5,sep,sat,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88,9,5,5.049086480470509,0.6807692307692308,0,Large,Autumn,High,15-20°C
8,6,aug,sun,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,196.48,8,6,5.285637313390662,0.4666666666666667,0,Large,Summer,Moderate,15-20°C
2,2,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,200.94,9,5,5.307970623576175,0.3872340425531915,0,Large,Autumn,Moderate,15-20°C
1,2,sep,tue,91.0,129.5,692.6,7.0,18.8,40,2.2,0.0,212.88,9,1,5.365415110080531,0.4585365853658537,0,Large,Autumn,Moderate,15-20°C
6,5,sep,sat,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84,9,5,6.995619625423205,0.8964285714285715,1,Large,Autumn,High,25+°C
7,5,apr,sun,81.9,3.0,7.9,3.5,13.4,75,1.8,0.0,0.0,4,6,0.0,0.1763157894736842,0,Small,Spring,Safe,10-15°C
6,3,apr,wed,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.0,4,2,0.0,0.29230769230769227,0,Small,Spring,Safe,15-20°C
4,4,apr,fri,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,0.0,4,4,0.0,0.7952380952380952,0,Small,Spring,High,15-20°C
2,4,aug,sun,94.2,122.3,589.9,12.9,15.4,66,4.0,0.0,10.13,8,6,2.4096441652874536,0.22985074626865673,0,Large,Summer,Safe,15-20°C
7,4,aug,sun,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0.0,8,6,0.0,0.2959459459459459,0,Small,Summer,Safe,20-25°C
2,4,aug,sun,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,2.87,8,6,1.3532545070416904,0.40727272727272723,0,Small,Summer,Moderate,20-25°C
3,4,aug,sun,91.8,175.1,700.7,13.8,26.8,38,6.3,0.0,0.76,8,6,0.5653138090500605,0.6871794871794872,0,Small,Summer,High,25+°C
5,4,aug,sun,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.09,8,6,0.08617769624105233,0.6425,0,Small,Summer,High,25+°C
2,4,aug,wed,92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,0.75,8,2,0.5596157879354227,0.2915492957746479,0,Small,Summer,Safe,20-25°C
8,6,aug,wed,93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0.0,8,2,0.0,0.9896551724137931,1,Small,Summer,High,25+°C
3,4,aug,wed,93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,2.47,8,2,1.244154593958768,0.5292682926829269,0,Small,Summer,Moderate,20-25°C
8,5,aug,wed,93.1,157.3,666.7,13.5,26.8,25,3.1,0.0,0.68,8,2,0.5187937934151675,1.0307692307692309,1,Small,Summer,Dangerous,25+°C
8,5,aug,wed,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,0.24,8,2,0.2151113796169455,0.6486486486486487,0,Small,Summer,High,20-25°C
6,5,aug,wed,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21,8,2,0.19062035960864973,0.5815789473684211,0,Small,Summer,Moderate,20-25°C
7,4,aug,thu,91.9,109.2,565.5,8.0,21.4,38,2.7,0.0,1.52,8,3,0.9242589015233319,0.5487179487179487,0,Small,Summer,Moderate,20-25°C
6,3,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,10.34,8,3,2.428336298299606,0.44999999999999996,0,Large,Summer,Moderate,15-20°C
2,5,aug,thu,87.5,77.0,694.8,5.0,22.3,46,4.0,0.0,0.0,8,3,0.0,0.474468085106383,0,Small,Summer,Moderate,20-25°C
8,6,aug,sat,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,8.02,8,5,2.199444334074532,0.569047619047619,0,Small,Summer,Moderate,20-25°C
4,3,aug,sat,94.2,117.2,581.1,11.0,21.4,44,2.7,0.0,0.68,8,5,0.5187937934151675,0.4755555555555555,0,Small,Summer,Moderate,20-25°C
3,4,aug,sat,91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0.0,8,5,0.0,0.3433333333333334,0,Small,Summer,Moderate,20-25°C
7,4,aug,sat,91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1.38,8,5,0.8671004876833833,0.5780487804878048,0,Small,Summer,Moderate,20-25°C
2,4,aug,mon,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85,8,0,2.2874714551839976,0.8575757575757575,0,Small,Summer,High,25+°C
3,4,aug,fri,91.6,112.4,573.0,8.9,11.2,84,7.6,0.0,3.3,8,4,1.4586150226995167,0.13176470588235292,0,Small,Summer,Safe,10-15°C
2,4,aug,fri,91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,4.25,8,4,1.6582280766035324,0.4976744186046511,0,Small,Summer,Moderate,20-25°C
6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56,8,4,0.9400072584914712,0.48250000000000004,0,Small,Summer,Moderate,15-20°C
4,4,aug,fri,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54,8,4,2.020222182019865,0.40370370370370373,0,Small,Summer,Moderate,20-25°C
4,4,aug,tue,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79,8,1,0.5822156198526637,0.40181818181818185,0,Small,Summer,Moderate,20-25°C
6,5,aug,tue,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,0.17,8,1,0.15700374880966478,0.3464285714285714,0,Small,Summer,Moderate,15-20°C
2,2,aug,tue,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.0,8,1,0.0,0.948,0,Small,Summer,High,20-25°C
3,4,aug,tue,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0,8,1,0.0,0.6363636363636364,0,Small,Summer,High,20-25°C
4,4,aug,tue,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4,8,1,1.6863989535702288,0.35370370370370374,0,Small,Summer,Moderate,15-20°C
2,2,aug,tue,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,8,1,0.41871033485818504,0.3824561403508772,0,Small,Summer,Moderate,20-25°C
8,6,aug,tue,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27,8,1,2.329227023940467,0.34067796610169493,0,Small,Summer,Moderate,20-25°C
2,5,aug,tue,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,8,1,1.4085449700547104,0.42083333333333334,0,Small,Summer,Moderate,20-25°C
4,6,dec,sun,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98,12,6,2.300583090323373,0.08275862068965517,0,Small,Winter,Safe,0-10°C
8,6,dec,wed,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19,12,2,2.5006159434931803,0.08225806451612902,0,Large,Winter,Safe,0-10°C
4,6,dec,thu,84.6,26.4,352.0,2.0,5.1,61,4.9,0.0,5.38,12,3,1.8531680973566984,0.08225806451612902,0,Small,Winter,Safe,0-10°C
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,17.85,12,0,2.93651291389402,0.20909090909090908,0,Large,Winter,Safe,0-10°C
3,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73,12,0,2.462149662665384,0.20909090909090908,0,Large,Winter,Safe,0-10°C
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03,12,0,3.136797713832594,0.20909090909090908,0,Large,Winter,Safe,0-10°C
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77,12,0,2.3767644911682972,0.20909090909090908,0,Small,Winter,Safe,0-10°C
4,6,dec,fri,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27,12,4,2.329227023940467,0.03666666666666667,0,Small,Winter,Safe,0-10°C
6,5,dec,tue,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77,12,1,3.2492110246642736,0.204,0,Large,Winter,Safe,0-10°C
6,3,feb,sun,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0,2,6,0.0,0.08076923076923077,0,Small,Winter,Safe,0-10°C
3,4,feb,wed,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,1.1,2,2,0.7419373447293773,0.24444444444444446,0,Small,Winter,Safe,0-10°C
5,4,feb,fri,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24,2,4,3.228430037673012,0.1595744680851064,0,Large,Winter,Safe,0-10°C
2,5,jul,sun,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0,7,6,0.0,0.5707317073170731,0,Small,Summer,Moderate,20-25°C
7,6,jul,wed,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0,7,2,0.0,0.13846153846153847,0,Small,Summer,Safe,10-15°C
7,4,jul,sat,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0,7,5,0.0,0.442,0,Small,Summer,Moderate,20-25°C
7,4,jul,sat,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0,7,5,0.0,0.7333333333333333,0,Small,Summer,High,20-25°C
7,4,jul,sat,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0,7,5,0.0,0.7838709677419355,0,Small,Summer,High,20-25°C
2,5,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0,7,5,0.0,0.34629629629629627,0,Small,Summer,Moderate,15-20°C
9,4,jul,sat,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,7,5,2.1972245773362196,0.6325000000000001,0,Small,Summer,High,25+°C
4,5,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,7,4,1.2919836816486494,0.5585365853658536,0,Small,Summer,Moderate,20-25°C
7,6,jul,tue,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45,7,1,4.471067201464611,0.9275862068965517,1,Large,Summer,High,25+°C
8,6,jul,tue,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,7,1,2.0241930674493576,0.2514705882352941,0,Small,Summer,Safe,15-20°C
7,5,jun,sun,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0,6,6,0.0,0.4530612244897959,0,Small,Summer,Moderate,20-25°C
6,4,jun,sun,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,6,6,0.6418538861723948,0.30425531914893617,0,Small,Summer,Moderate,10-15°C
8,6,jun,sun,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,6,6,0.0,0.3347826086956522,0,Small,Summer,Moderate,15-20°C
8,6,jun,wed,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0,6,2,0.0,0.4454545454545455,0,Small,Summer,Moderate,15-20°C
6,5,jun,sat,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0,6,5,0.0,0.11648351648351649,0,Small,Summer,Safe,10-15°C
6,5,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0,6,0,0.0,0.7961538461538461,0,Small,Summer,High,20-25°C
6,5,jun,mon,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,6,0,1.5085119938441398,0.47750000000000004,0,Small,Summer,Moderate,15-20°C
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,6,4,0.0,0.4923076923076923,0,Small,Summer,Moderate,15-20°C
6,5,may,sat,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0,5,5,0.0,0.11894736842105263,0,Small,Spring,Safe,10-15°C
1,4,sep,sun,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0,9,6,0.0,0.3584905660377358,0,Small,Autumn,Moderate,15-20°C
7,4,sep,sun,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,9,6,0.3435897043900769,0.3166666666666667,0,Small,Autumn,Moderate,15-20°C
3,4,sep,sun,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,9,6,1.8213182714695995,0.6611111111111111,0,Small,Autumn,High,20-25°C
2,4,sep,sun,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,9,6,0.0,0.34782608695652173,0,Small,Autumn,Moderate,15-20°C
2,4,sep,sun,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0,9,6,0.0,0.8892857142857142,0,Small,Autumn,High,20-25°C
7,4,sep,sun,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,9,6,0.0,0.9035714285714286,1,Small,Autumn,High,25+°C
6,3,sep,sun,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,9,6,2.727199019940971,0.8551724137931035,0,Large,Autumn,High,20-25°C
2,4,sep,sun,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,9,6,0.0,0.15443037974683543,0,Small,Autumn,Safe,10-15°C
6,5,sep,wed,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,9,2,0.0,0.8678571428571429,0,Small,Autumn,High,20-25°C
4,4,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,9,2,0.9477893989335261,0.46904761904761905,0,Small,Autumn,Moderate,15-20°C
3,4,sep,wed,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0,9,2,0.0,0.5967741935483871,0,Small,Autumn,Moderate,15-20°C
4,5,sep,thu,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,9,3,0.0,0.7440000000000001,0,Small,Autumn,High,15-20°C
4,4,sep,thu,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,9,3,1.5644405465033644,0.768,0,Small,Autumn,High,15-20°C
6,5,sep,thu,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0,9,3,0.0,0.7714285714285715,0,Small,Autumn,High,20-25°C
5,4,sep,thu,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,9,3,1.6882490928583902,0.7448275862068966,0,Small,Autumn,High,20-25°C
6,3,sep,thu,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,9,3,3.5655812377694427,0.5399999999999999,0,Large,Autumn,Moderate,15-20°C
1,4,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,9,3,2.105352923464337,0.5793103448275863,0,Small,Autumn,Moderate,15-20°C
6,5,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,9,3,0.6981347220709844,0.5793103448275863,0,Small,Autumn,Moderate,15-20°C
3,5,sep,thu,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,9,3,1.1568811967920856,0.3225,0,Small,Autumn,Moderate,10-15°C
6,5,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42,9,3,1.6900958154515549,0.24035087719298245,0,Small,Autumn,Safe,10-15°C
1,4,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,9,5,0.0,0.8642857142857142,0,Small,Autumn,High,20-25°C
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,9,5,0.0,0.8607142857142858,0,Small,Autumn,High,20-25°C
6,5,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0,9,5,0.0,0.6424242424242425,0,Small,Autumn,High,20-25°C
6,5,sep,sat,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,9,5,0.0,0.5472222222222222,0,Small,Autumn,Moderate,15-20°C
4,3,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,9,5,1.4655675420143985,0.8392857142857143,0,Small,Autumn,High,20-25°C
3,3,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,9,5,2.0255131996542803,0.8642857142857142,0,Small,Autumn,High,20-25°C
7,4,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,9,5,2.8118094353930627,0.7413793103448276,0,Large,Autumn,High,20-25°C
4,4,sep,sat,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,9,5,2.503073953743449,0.4071428571428572,0,Large,Autumn,Moderate,15-20°C
1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,9,0,1.1410330045520618,0.3290909090909091,0,Small,Autumn,Moderate,15-20°C
2,3,sep,mon,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,9,0,0.0,0.34615384615384615,0,Small,Autumn,Moderate,15-20°C
4,3,sep,mon,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0,9,0,0.0,0.11264367816091955,0,Small,Autumn,Safe,0-10°C
7,4,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,9,0,0.0,0.42888888888888893,0,Small,Autumn,Moderate,15-20°C
6,3,sep,mon,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04,9,0,4.04375277610604,0.6571428571428571,0,Large,Autumn,High,20-25°C
8,6,sep,mon,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48,9,0,2.1377104498038118,0.6305555555555555,0,Small,Autumn,High,20-25°C
2,4,sep,mon,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47,9,0,0.9042181506398859,0.48571428571428565,0,Small,Autumn,Moderate,20-25°C
2,5,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93,9,0,1.5953389880545987,0.42888888888888893,0,Small,Autumn,Moderate,15-20°C
